id,enable_settings,effect_type,data
harmonic_damper_alpha_core_ground_defenses,,ModifyColonyGroundDefense,"{ 'modifier_type' : 'mult', 'value' : 2 }"
harmonic_damper_beta_core_ground_defenses,,ModifyColonyGroundDefense,"{ 'modifier_type' : 'mult', 'value' : 1.5 }"
harmonic_damper_gamma_core_ground_defenses,,ModifyColonyGroundDefense,"{ 'modifier_type' : 'mult', 'value' : 1.25 }"

harmonic_damper_improve_ground_defenses,,ModifyColonyGroundDefense,"{ 'modifier_type' : 'mult', 'value' : 1.25 }"

kletka_simulator_very_cold_upkeep_modifier,,ModifyIndustryUpkeep,"{ 'modifier_type' : 'mult', 'value' : 0.25 }"
kletka_simulator_cold_upkeep_modifier,,ModifyIndustryUpkeep,"{ 'modifier_type' : 'mult', 'value' : 0.5 }"
kletka_simulator_hot_upkeep_modifier,,ModifyIndustryUpkeep,"{ 'modifier_type' : 'mult', 'value' : 2 }"
kletka_simulator_very_hot_upkeep_modifier,,ModifyIndustryUpkeep,"{ 'modifier_type' : 'mult', 'value' : 4 }"
kletka_simulator_station_upkeep_modifier,,ModifyIndustryUpkeep,"{ 'modifier_type' : 'mult', 'value' : 8 }"

kletka_simulator_very_cold_modifier,boggledKletkaSimulatorTemperatureBasedUpkeep,EffectWithRequirement,"{
	'requirements' : [
		{ 'requirement_id' : 'industry_effect_kletka_simulator_colony_very_cold' },
		{ 'requirement_id' : 'industry_effect_kletka_simulator_colony_very_cold_unsuppressed' }
	],
	'effects' : [ 'kletka_simulator_very_cold_upkeep_modifier' ]
}"
kletka_simulator_cold_modifier,boggledKletkaSimulatorTemperatureBasedUpkeep,EffectWithRequirement,"{
	'requirements' : [
		{ 'requirement_id' : 'industry_effect_kletka_simulator_colony_cold' },
		{ 'requirement_id' : 'industry_effect_kletka_simulator_colony_cold_unsuppressed' }
	],
	'effects' : [ 'kletka_simulator_cold_upkeep_modifier' ]
}"
kletka_simulator_hot_modifier,boggledKletkaSimulatorTemperatureBasedUpkeep,EffectWithRequirement,"{
	'requirements' : [
		{ 'requirement_id' : 'industry_effect_kletka_simulator_colony_hot' },
		{ 'requirement_id' : 'industry_effect_kletka_simulator_colony_hot_unsuppressed' }
	],
	'effects' : [ 'kletka_simulator_hot_upkeep_modifier' ]
}"
kletka_simulator_very_hot_modifier,boggledKletkaSimulatorTemperatureBasedUpkeep,EffectWithRequirement,"{
	'requirements' : [
		{ 'requirement_id' : 'industry_effect_kletka_simulator_colony_very_hot' },
		{ 'requirement_id' : 'industry_effect_kletka_simulator_colony_very_hot_unsuppressed' }
	],
	'effects' : [ 'kletka_simulator_very_hot_upkeep_modifier' ]
}"
kletka_simulator_station_modifier,boggledKletkaSimulatorTemperatureBasedUpkeep,EffectWithRequirement,"{
	'requirements' : [ { 'requirement_id' : 'industry_effect_kletka_simulator_colony_is_station' } ],
	'effects' : [ 'kletka_simulator_station_upkeep_modifier' ]
}"

kletka_simulator_item_production_effect,,IndustryMonthlyItemProduction,
kletka_simulator_item_production_requires_no_shortage,,EffectWithRequirement,"{
	'display_requirement_tooltip_on_requirement_failure' : 'true',
	'display_effect_tooltip_on_requirement_failure' : 'true',
	'requirements' : [
		{ 'requirement_id' : 'industry_effect_kletka_simulator_does_not_have_shortage' }
	],
	'effects' : [ 'kletka_simulator_item_production_effect' ]
}"

kletka_simulator_item_production_chance_effect,,IndustryMonthlyItemProductionChance,"[
	{ 'commodity_priority' : 0, 'commodity_id' : 'alpha_core', 'chance' : 0, 'requirements' : [
		{ 'requirement_id' : 'industry_effects_kletka_simulator_has_ai_core' }
	] },
	{ 'commodity_priority' : 1, 'commodity_id' : 'beta_core', 'chance' : 20 },
	{ 'commodity_priority' : 2, 'commodity_id' : 'gamma_core', 'chance' : 45 },
]"
kletka_simulator_alpha_core_effect,,IndustryMonthlyItemProductionChanceModifier,"[
	{ 'commodity_id' : 'alpha_core', 'chance_modifier' : 25 },
	{ 'commodity_id' : 'beta_core', 'chance_modifier' : 30 },
	{ 'commodity_id' : 'gamma_core', 'chance_modifier' : 30 }
]"
kletka_simulator_beta_core_effect,,IndustryMonthlyItemProductionChanceModifier,"[
	{ 'commodity_id' : 'alpha_core', 'chance_modifier' : 15 },
	{ 'commodity_id' : 'beta_core', 'chance_modifier' : 20 },
	{ 'commodity_id' : 'gamma_core', 'chance_modifier' : 20 }
]"
kletka_simulator_gamma_core_effect,,IndustryMonthlyItemProductionChanceModifier,"[
	{ 'commodity_id' : 'alpha_core', 'chance_modifier' : 5 },
	{ 'commodity_id' : 'beta_core', 'chance_modifier' : 10 },
	{ 'commodity_id' : 'gamma_core', 'chance_modifier' : 10 }
]"
kletka_simulator_improve_effect,,IndustryMonthlyItemProductionChanceModifier,"[
	{ 'commodity_id' : 'alpha_core', 'chance_modifier' : 10 },
	{ 'commodity_id' : 'beta_core', 'chance_modifier' : 10 },
	{ 'commodity_id' : 'gamma_core', 'chance_modifier' : 10 }
]"

limelight_network_alpha_core_increase_income_bonus,,ModifyIndustryIncome,"{ 'modifier_type' : 'mult', 'value' : 1.5, 'display_type' : 'percent' }"

limelight_network_improve_increase_income_bonus,,ModifyIndustryIncome,"{ 'modifier_type' : 'mult', 'value' : 1.2, 'display_type' : 'percent' }"

magnetoshield_suppress_conditions,,SuppressConditions,"[ 'irradiated' ]"

mesozoic_park_add_inimical_biosphere,,MarketAddConditionNoRemove,"inimical_biosphere"
mesozoic_park_increase_income_by_accessibility,,ModifyIndustryIncomeByAccessibility,"{ 'modifier_type' : 'mult', 'value' : 1.0 }"

mesozoic_park_alpha_core_increase_income_bonus,,ModifyIndustryIncome,"{ 'modifier_type' : 'mult', 'value' : 1.2 }"
mesozoic_park_beta_core_increase_income_bonus,,ModifyIndustryIncome,"{ 'modifier_type' : 'mult', 'value' : 1.1 }"
mesozoic_park_gamma_core_increase_income_bonus,,ModifyIndustryIncome,"{ 'modifier_type' : 'mult', 'value' : 1.05 }"

mesozoic_park_improve_increase_income_bonus,,ModifyIndustryIncome,"{ 'modifier_type' : 'mult', 'value' : 1.2 }"

planetary_agrav_field_suppress_conditions,,SuppressConditions,"[ 'high_gravity', 'low_gravity' ]"
planetary_agrav_field_domed_cities_effect,,EffectWithRequirement,"{
	'requirements' : [ { 'requirement_id' : 'industry_colony_has_domed_cities_or_is_gas_giant' } ],
	'effects' : [ 'planetary_agrav_field_suppress_conditions' ]
}"

remnant_station_improve_stability_bonus,,ModifyColonyStability,"{ 'modifier_type' : 'flat', 'value' : 1 }"

stellar_reflector_suppress_conditions,,SuppressConditions,"[ 'hot', 'cold', 'poor_light' ]"
stellar_reflector_add_stellar_reflectors_to_market,,AddStellarReflectorsToOrbit,
stellar_reflector_array_add_solar_array_condition,,MarketAddCondition,solar_array

ai_mining_drones_alpha_core_effect_to_extractive,,EffectToIndustry,"{
	'industry_id' : 'extractive',
	'effect_id' : 'ai_mining_drones_alpha_core_bonus_to_mining'
}"
ai_mining_drones_beta_core_effect_to_extractive,,EffectToIndustry,"{
	'industry_id' : 'extractive',
	'effect_id' : 'ai_mining_drones_beta_core_bonus_to_mining'
}"
ai_mining_drones_gamma_core_effect_to_extractive,,EffectToIndustry,"{
	'industry_id' : 'extractive',
	'effect_id' : 'ai_mining_drones_gamma_core_bonus_to_mining'
}"

ai_mining_drones_alpha_core_effect_to_extractive,,EffectToIndustry,"{
	'industry_id' : 'extractive',
	'effect_id' : 'ai_mining_drones_alpha_core_bonus_to_mining'
}"
ai_mining_drones_beta_core_effect_to_extractive,,EffectToIndustry,"{
	'industry_id' : 'extractive',
	'effect_id' : 'ai_mining_drones_beta_core_bonus_to_mining'
}"
ai_mining_drones_gamma_core_effect_to_extractive,,EffectToIndustry,"{
	'industry_id' : 'extractive',
	'effect_id' : 'ai_mining_drones_gamma_core_bonus_to_mining'
}"

ai_mining_drones_alpha_core_effect_to_fracking,,EffectToIndustry,"{
	'industry_id' : 'fracking',
	'effect_id' : 'ai_mining_drones_alpha_core_bonus_to_mining'
}"
ai_mining_drones_beta_core_effect_to_fracking,,EffectToIndustry,"{
	'industry_id' : 'fracking',
	'effect_id' : 'ai_mining_drones_beta_core_bonus_to_mining'
}"
ai_mining_drones_gamma_core_effect_to_fracking,,EffectToIndustry,"{
	'industry_id' : 'fracking',
	'effect_id' : 'ai_mining_drones_gamma_core_bonus_to_mining'
}"

ai_mining_drones_alpha_core_effect_to_sublimation,,EffectToIndustry,"{
	'industry_id' : 'sublimation',
	'effect_id' : 'ai_mining_drones_alpha_core_bonus_to_mining'
}"
ai_mining_drones_beta_core_effect_to_sublimation,,EffectToIndustry,"{
	'industry_id' : 'sublimation',
	'effect_id' : 'ai_mining_drones_beta_core_bonus_to_mining'
}"
ai_mining_drones_gamma_core_effect_to_sublimation,,EffectToIndustry,"{
	'industry_id' : 'sublimation',
	'effect_id' : 'ai_mining_drones_gamma_core_bonus_to_mining'
}"

ai_mining_drones_alpha_core_effect_to_benefication,,EffectToIndustry,"{
	'industry_id' : 'benefication',
	'effect_id' : 'ai_mining_drones_alpha_core_bonus_to_mining'
}"
ai_mining_drones_beta_core_effect_to_benefication,,EffectToIndustry,"{
	'industry_id' : 'benefication',
	'effect_id' : 'ai_mining_drones_beta_core_bonus_to_mining'
}"
ai_mining_drones_gamma_core_effect_to_benefication,,EffectToIndustry,"{
	'industry_id' : 'benefication',
	'effect_id' : 'ai_mining_drones_gamma_core_bonus_to_mining'
}"
